Transaction_ID,Date,Store,Branch_ID,Sales_Channel,Product_ID,Product_Category,Product_Name,Brand,Unit_Cost,Unit_Price,Units_Sold,Revenue,Cost_of_Sales,Profit,Discount_Applied,Payment_Method,Transaction_Time,Customer_ID,Customer_Name,Gender,Age,Marital_Status,Occupation,Income_Level,Customer_Segment,Loyalty_Score,Stock_Available,Reorder_Level,Supplier,Restock_Frequency,Promotion_Type,Campaign_Name,Campaign_Spend,Customer_Response,Ad_Channel,Month,Year,Quarter,Weekday,Holiday_Period,Repeat_Purchase,Satisfaction_Score,Computed_Revenue,Region
T2319,2024-08-10,Lagos,LA002,Online,P3493,Electronics,Refrigerator,Tecno,807591.1013958507,998200.7713834307,18,17967613.88490175,14536639.825125312,3430974.0597764384,0,Online,8:23:54,C8470,Emeka Adeniyi,F,34.0,Married,Lawyer,High,Occasional,53.0,34,58,TechWorld Nigeria,30,Loyalty Offer,WeekendRush,956582,Yes,Email,August,2024,Q3,Saturday,True,False,4.3,14331.75,South-West
T2320,2024-08-21,Abuja,AB003,Online,P4312,Sports,Tennis Racket,Puma,118758.03417687169,156797.06497155761,22,3449535.4293742673,2612676.751891177,836858.6774830902,1,Online,17:59:33,C7102,Chioma Aliyu,M,18.0,Married,Lawyer,Low,Regular,87.0,275,61,FashionBase Ltd,7,Flash Sale,CustomerLove,817524,No,Billboard,August,2024,Q3,Wednesday,False,True,4.6,11582.8,North-Central
T2321,2024-09-20,Port Harcourt,PO004,In-store,P9934,Fashion,Sneakers,Puma,45185.58939450704,58192.63100909087,13,756504.2031181813,587412.6621285916,169091.54098958976,0,Transfer,17:46:36,C8405,Chioma Aliyu,M,51.0,Single,Civil Servant,Low,Occasional,78.0,180,40,FoodPro Distributors,14,None,CustomerLove,976977,No,Social Media,September,2024,Q3,Friday,False,False,4.5,567.36,South-South
T2322,2023-12-08,Abuja,AB004,In-store,P2167,Groceries,Pasta,Golden Penny,39441.16662890771,48643.43468845168,1,48643.43468845168,39441.16662890771,9202.268059543967,0,Cash,10:31:33,C4994,Tolu Adeniyi,F,22.0,Married,Engineer,Medium,Regular,63.0,237,49,GameHub Africa,30,Loyalty Offer,CustomerLove,902886,No,Social Media,December,2023,Q4,Friday,True,False,3.2,613.97,North-Central
T2323,2023-01-27,Abuja,AB004,In-store,P7910,Fashion,Jeans,Puma,141308.74150518002,189393.26717101774,21,3977258.6105913725,2967483.5716087804,1009775.038982592,1,Online,12:43:53,C1665,Grace Agina,F,31.0,Married,Civil Servant,High,VIP,50.0,217,79,MegaMart Supply,7,None,CustomerLove,909177,No,SMS,January,2023,Q1,Friday,True,True,3.2,15988.31,North-Central
T2324,2023-10-14,Port Harcourt,PO008,In-store,P9831,Groceries,Rice,Golden Penny,55225.237304320995,68227.96898819758,4,272911.8759527903,220900.94921728398,52010.926735506335,1,Transfer,13:43:36,C2295,Victor Aliyu,F,46.0,Single,Engineer,Medium,Occasional,59.0,216,41,FashionBase Ltd,30,Flash Sale,CustomerLove,491455,Yes,Radio,October,2023,Q4,Saturday,True,False,3.9,1317.64,South-South
T2325,2024-10-07,Ibadan,IB007,Online,P4744,Electronics,Smart TV,Sony,191786.9311848407,257266.2781535118,1,257266.2781535118,191786.9311848407,65479.3469686711,1,Cash,18:34:27,C8749,Chioma Agina,F,21.0,Married,Engineer,High,VIP,62.0,251,38,TechWorld Nigeria,14,Loyalty Offer,CustomerLove,310534,No,SMS,October,2024,Q4,Monday,False,False,3.9,154.76,South-West
T2326,2024-12-31,Lagos,LA001,Online,P7167,Toys,Puzzle,Hasbro,84544.14422406442,111313.35763641918,18,2003640.4374555452,1521794.5960331596,481845.84142238554,1,Transfer,15:23:26,C1611,Chioma Agina,F,33.0,Married,Teacher,Low,VIP,51.0,222,53,FoodPro Distributors,7,Flash Sale,CustomerLove,874112,No,Email,December,2024,Q4,Tuesday,False,True,4.5,6650.849999999999,South-West
T2327,2023-06-17,Port Harcourt,PO003,Online,P1344,Electronics,Laptop,Tecno,276779.2965618051,375936.18010811455,4,1503744.7204324582,1107117.1862472205,396627.5341852377,1,Transfer,11:54:53,C4053,Aisha Agina,F,45.0,Single,Engineer,Medium,Occasional,71.0,256,44,TechWorld Nigeria,14,Flash Sale,NaijaDeals,372926,Yes,Email,June,2023,Q2,Saturday,True,False,3.3,3521.44,South-South
T2328,2024-09-01,Abuja,AB001,In-store,P6760,Electronics,Laptop,Apple,382346.9770899898,478467.18943423365,2,956934.3788684673,764693.9541799796,192240.42468848766,1,Cash,12:07:07,C7947,Emeka Agina,F,43.0,Single,Civil Servant,Low,VIP,54.0,255,72,GameHub Africa,30,None,MegaSaver,838353,No,Billboard,September,2024,Q3,Sunday,True,False,3.8,1224.02,North-Central
T2329,2023-09-25,Lagos,LA005,In-store,P8556,Toys,Toy Car,Lego,77152.18415000685,92959.6379721369,19,1766233.121470601,1465891.4988501302,300341.6226204708,1,POS,12:49:13,C6984,Emeka Olu,M,56.0,Single,Teacher,High,Occasional,88.0,253,52,GameHub Africa,14,None,CustomerLove,919909,No,Billboard,September,2023,Q3,Monday,False,False,4.8,9409.6,South-West
T2330,2024-03-30,Abuja,AB006,Online,P2061,Groceries,Sugar,Golden Penny,16384.899990058002,18469.16268393734,3,55407.48805181202,49154.699970174006,6252.788081638013,0,Transfer,14:28:48,C4316,Tolu Adeniyi,F,19.0,Single,Trader,Low,Regular,68.0,287,34,FashionBase Ltd,7,Flash Sale,CustomerLove,391376,No,Email,March,2024,Q1,Saturday,False,True,4.3,3326.1000000000004,North-Central
T2331,2024-11-15,Enugu,EN003,In-store,P5563,Electronics,Laptop,Apple,401310.11903009505,546141.343340157,19,10376685.523462983,7624892.261571806,2751793.261891177,0,Transfer,9:32:46,C3649,Emeka Adeniyi,F,58.0,Single,Designer,High,VIP,90.0,58,75,MegaMart Supply,14,Discount,FestiveBonanza,489163,No,Radio,November,2024,Q4,Friday,True,False,3.9,6653.8,South-East
T2332,2024-02-05,Port Harcourt,PO009,In-store,P6687,Fashion,Jacket,Adidas,77714.8636141824,106421.45715321532,3,319264.371459646,233144.5908425472,86119.78061709879,1,Online,20:53:34,C1163,Chioma Okafor,M,57.0,Married,Doctor,Medium,Occasional,76.0,47,31,GameHub Africa,30,None,WeekendRush,252408,No,Radio,February,2024,Q1,Monday,True,False,3.6,3841.9800000000005,South-South
T2333,2024-04-20,Lagos,LA002,Online,P2573,Sports,Tennis Racket,Puma,95219.61364249267,127025.84844727373,20,2540516.968945475,1904392.2728498534,636124.6960956214,1,POS,12:43:00,C7913,Tolu Olu,F,28.0,Single,Civil Servant,Medium,VIP,75.0,150,69,FoodPro Distributors,14,Loyalty Offer,WeekendRush,707681,Yes,SMS,April,2024,Q2,Saturday,True,True,3.5,17669.289999999997,South-West
T2334,2024-12-02,Abuja,AB008,Online,P2513,Electronics,Air Conditioner,Samsung,613468.0198532036,814566.8689087727,22,17920471.115993,13496296.436770478,4424174.679222522,1,Transfer,21:32:59,C5794,Grace Eze,M,27.0,Married,Banker,High,Regular,66.0,128,41,FashionBase Ltd,7,Discount,FestiveBonanza,210509,Yes,Email,December,2024,Q4,Monday,True,True,3.5,8005.0,North-Central
T2335,2024-09-25,Kano,KA001,Online,P8757,Groceries,Pasta,Nestle,15002.656294579398,18815.120371020043,6,112890.72222612026,90015.93776747638,22874.784458643873,1,Transfer,16:50:11,C8808,Chioma Ibrahim,M,45.0,Single,Trader,High,Occasional,87.0,66,45,GameHub Africa,30,Discount,FestiveBonanza,326578,No,SMS,September,2024,Q3,Wednesday,False,False,4.2,2865.66,North-West
T2336,2024-07-11,Benin,BE010,In-store,P4452,Electronics,Air Conditioner,Tecno,1021760.4627516606,1306250.0094865323,8,10450000.075892258,8174083.702013285,2275916.3738789735,0,Online,13:57:10,C9040,Chioma Adeniyi,M,28.0,Single,Designer,Medium,VIP,72.0,183,39,MegaMart Supply,7,Loyalty Offer,SummerBlast,463313,Yes,Social Media,July,2024,Q3,Thursday,True,False,4.008321775312067,7467.04,South-South
T2337,2024-07-29,Enugu,EN009,Online,P3716,Toys,Puzzle,Mattel,38346.620159245016,45497.6301851013,10,454976.301851013,383466.20159245015,71510.10025856283,0,Transfer,20:33:10,C206,Tolu James,M,41.0,Single,Teacher,Medium,Occasional,56.0,169,32,FoodPro Distributors,30,Flash Sale,CustomerLove,597454,Yes,SMS,July,2024,Q3,Monday,False,False,4.5,10053.23,South-East
T2338,2023-05-10,Kano,KA003,In-store,P8008,Groceries,Sugar,Dangote,33532.63084790639,38646.221151776714,4,154584.88460710685,134130.52339162555,20454.3612154813,1,POS,20:12:59,C6017,Blessing Aliyu,M,42.0,Single,Lawyer,Low,Regular,62.0,62,56,FoodPro Distributors,14,Discount,FestiveBonanza,288454,No,Billboard,May,2023,Q2,Wednesday,True,False,4.5,3692.8500000000004,North-West
T2339,2023-12-29,Benin,BE008,In-store,P5679,Groceries,Cooking Oil,Indomie,46707.41561733464,55386.36311686723,18,996954.5361036102,840733.4811120236,156221.0549915866,0,Transfer,11:32:11,C7911,Chioma Eze,F,31.0,Married,Engineer,Low,Regular,77.0,296,67,GameHub Africa,30,Discount,SummerBlast,938674,Yes,Billboard,December,2023,Q4,Friday,False,False,3.9,11639.22,South-South
T2340,2024-12-05,Ibadan,IB005,Online,P7372,Fashion,Dress,Adidas,154941.35417091058,215177.10450302903,8,1721416.8360242322,1239530.8333672846,481886.0026569476,1,Online,21:16:43,C4821,Chioma Okafor,M,58.0,Married,Civil Servant,Low,VIP,49.0,157,38,GameHub Africa,30,None,FestiveBonanza,419885,Yes,Email,December,2024,Q4,Thursday,True,False,3.1,365.12,South-West
T2341,2024-11-23,Ibadan,IB006,In-store,P5308,Sports,Running Shoes,Adidas,59956.149196317856,77153.5803567753,16,1234457.2857084048,959298.3871410857,275158.89856731915,0,Transfer,19:11:31,C1316,Victor Eze,M,51.0,Single,Doctor,Low,Regular,49.0,279,53,FoodPro Distributors,7,Discount,SummerBlast,641984,Yes,Social Media,November,2024,Q4,Saturday,False,False,4.2,14818.7,South-West
T2342,2023-10-19,Ibadan,IB010,In-store,P7280,Sports,Basketball,Puma,125944.72175960403,164071.08883018536,1,164071.08883018536,125944.72175960403,38126.36707058133,1,Cash,16:04:05,C5016,Emeka Olu,M,38.0,Single,Lawyer,Low,Occasional,79.0,21,59,TechWorld Nigeria,14,Flash Sale,SummerBlast,938187,No,Social Media,October,2023,Q4,Thursday,True,False,4.0,785.21,South-West
T2343,2024-01-06,Kano,KA005,Online,P5277,Fashion,Dress,Puma,134920.3442803376,185234.35946820318,6,1111406.1568092192,809522.0656820256,301884.09112719353,1,Cash,19:37:04,C3531,Tolu Olu,M,30.0,Single,Civil Servant,High,Occasional,71.0,278,33,FashionBase Ltd,7,Loyalty Offer,WeekendRush,452382,Yes,Radio,January,2024,Q1,Saturday,False,False,3.7,9446.85,North-West
T2344,2023-01-29,Benin,BE009,In-store,P2920,Sports,Running Shoes,Nike,70720.29777492674,83615.53980074712,8,668924.318405977,565762.382199414,103161.93620656303,0,Cash,10:24:22,C2091,Blessing Agina,M,51.0,Married,Banker,Medium,VIP,78.0,245,49,FoodPro Distributors,7,Flash Sale,FestiveBonanza,337515,Yes,Social Media,January,2023,Q1,Sunday,True,True,4.0,1292.0,South-South
T2345,2023-05-29,Lagos,LA004,Online,P3911,Sports,Gym Mat,Nike,106239.44727415155,139012.34626386847,16,2224197.5402218956,1699831.1563864248,524366.3838354708,1,POS,21:29:10,C2402,Tolu Adeniyi,M,23.0,Married,Doctor,Low,Regular,53.0,222,35,GameHub Africa,30,Discount,FestiveBonanza,802716,No,Billboard,May,2023,Q2,Monday,True,True,3.0,649.87,South-West
T2346,2023-10-23,Benin,BE002,In-store,P6306,Electronics,Air Conditioner,HP,1017530.2697302111,1329805.1146442364,20,26596102.29288473,20350605.39460422,6245496.898280509,0,Transfer,8:04:55,C3794,David Olu,M,30.0,Single,Engineer,Low,Occasional,68.0,161,54,GameHub Africa,14,Discount,WeekendRush,447695,No,Social Media,October,2023,Q4,Monday,False,False,3.3,17783.05,South-South
T2347,2023-01-11,Enugu,EN010,Online,P1795,Groceries,Beverage,Indomie,52094.91808666114,65452.806190328825,6,392716.83714197297,312569.50851996685,80147.32862200611,1,POS,13:04:02,C9134,Victor Eze,M,40.0,Single,Trader,Low,Regular,41.0,179,66,FashionBase Ltd,14,Discount,MegaSaver,456118,Yes,SMS,January,2023,Q1,Wednesday,True,False,3.2,890.22,South-East
T2348,2024-05-26,Abuja,AB004,Online,P8260,Groceries,Noodles,Nestle,34581.68908816324,43683.661601316075,15,655254.9240197411,518725.3363224486,136529.5876972925,1,Transfer,11:15:36,C1002,Grace Olu,F,18.0,Married,Banker,Low,Occasional,93.0,45,44,FoodPro Distributors,7,Loyalty Offer,MegaSaver,491452,Yes,Billboard,May,2024,Q2,Sunday,True,False,4.7,3713.64,North-Central
T2349,2024-11-06,Lagos,LA007,Online,P2670,Electronics,Tablet,Tecno,604386.0974487866,777820.9525988121,14,10889493.336383369,8461405.364283012,2428087.9721003566,0,Cash,11:36:16,C2420,David Aliyu,F,20.0,Single,Banker,Medium,Occasional,55.0,209,53,GameHub Africa,30,Loyalty Offer,MegaSaver,978976,No,Billboard,November,2024,Q4,Wednesday,True,True,4.0,8123.280000000001,South-West
T2350,2023-04-23,Benin,BE001,In-store,P3771,Toys,Action Figure,Disney,54967.866583978575,67069.23527698788,13,871900.0586008424,714582.2655917215,157317.79300912085,0,Online,13:07:58,C1655,David Adeniyi,M,56.0,Single,Civil Servant,High,VIP,93.0,102,54,FoodPro Distributors,14,Loyalty Offer,FestiveBonanza,494192,No,Social Media,April,2023,Q2,Sunday,False,True,4.3,9834.72,South-South
T2351,2023-07-06,Ibadan,IB006,In-store,P8066,Toys,Puzzle,Mattel,92771.42641342705,111795.24482128261,10,1117952.4482128262,927714.2641342705,190238.18407855567,1,Transfer,11:18:31,C7062,Blessing Aliyu,M,18.0,Single,Teacher,Medium,Occasional,71.0,212,78,FashionBase Ltd,7,Loyalty Offer,NaijaDeals,349585,No,Social Media,July,2023,Q3,Thursday,False,False,3.7,741.2,South-West
T2352,2023-08-15,Lagos,LA001,Online,P6818,Fashion,Sneakers,Nike,73460.534217494,97983.91961944029,13,1273790.9550527239,954986.944827422,318804.01022530184,1,Transfer,10:51:28,C9273,Victor Agina,M,58.0,Single,Civil Servant,High,Occasional,62.0,91,67,FashionBase Ltd,7,None,WeekendRush,297345,Yes,Radio,August,2023,Q3,Tuesday,True,True,3.5,3509.55,South-West
T2353,2023-11-06,Lagos,LA008,Online,P5868,Toys,Action Figure,Mattel,91337.2376675961,112018.39315596818,7,784128.7520917773,639360.6636731727,144768.08841860457,1,POS,13:20:58,C775,Sarah James,F,18.0,Married,Banker,Low,Regular,43.0,123,72,TechWorld Nigeria,7,Loyalty Offer,WeekendRush,297838,No,Email,November,2023,Q4,Monday,True,True,4.1,4203.66,South-West
T2354,2023-04-08,Kano,KA005,Online,P7061,Fashion,Sneakers,Nike,30859.389450040548,43645.89684616232,6,261875.38107697392,185156.3367002433,76719.04437673063,1,POS,20:54:39,C617,Emeka Eze,M,46.0,Single,Student,High,Regular,75.0,227,69,TechWorld Nigeria,7,Flash Sale,CustomerLove,643846,No,Email,April,2023,Q2,Saturday,True,True,4.6,1225.98,North-West
T2355,2023-02-24,Benin,BE008,Online,P7697,Sports,Tennis Racket,Adidas,17217.96967425694,22433.654555176916,3,67300.96366553075,51653.90902277082,15647.054642759933,1,POS,20:53:36,C6260,John Aliyu,F,42.0,Single,Student,Low,Occasional,56.0,99,52,FoodPro Distributors,7,Flash Sale,CustomerLove,652911,Yes,Social Media,February,2023,Q1,Friday,True,False,4.3,2528.3999999999996,South-South
T2356,2024-09-14,Benin,BE006,In-store,P6281,Electronics,Laptop,Apple,514796.7999987327,683218.8070447526,20,13664376.140895054,10295935.999974653,3368440.1409204006,0,Transfer,10:33:54,C2409,Victor James,M,52.0,Married,Student,High,VIP,74.0,125,68,TechWorld Nigeria,14,Flash Sale,FestiveBonanza,654100,No,Billboard,September,2024,Q3,Saturday,True,True,4.6,13848.15,South-South
T2357,2024-10-25,Abuja,AB007,In-store,P2713,Toys,Toy Car,Disney,20115.979030103805,24463.084139562852,16,391409.34623300564,321855.6644816609,69553.68175134476,0,Transfer,15:18:58,C7878,Tolu Eze,M,22.0,Single,Teacher,Medium,VIP,94.0,176,52,FashionBase Ltd,7,None,CustomerLove,322009,No,Billboard,October,2024,Q4,Friday,False,False,3.9,7059.75,North-Central
T2358,2024-02-10,Kano,KA007,Online,P7105,Fashion,Jacket,Nike,22777.89642245208,28820.533840041087,6,172923.20304024653,136667.37853471248,36255.82450553405,1,Transfer,11:31:48,C8215,David Adeniyi,F,57.0,Single,Civil Servant,Low,Occasional,66.0,41,42,GameHub Africa,7,Discount,NaijaDeals,628941,No,SMS,February,2024,Q1,Saturday,True,False,3.1,2205.0,North-West
T2359,2023-03-10,Abuja,AB009,Online,P7507,Fashion,Trousers,Nike,126495.77241571007,171035.31765726706,4,684141.2706290683,505983.0896628403,178158.18096622796,1,Cash,10:43:17,C3879,Sarah Aliyu,F,53.0,Single,Civil Servant,Low,Regular,91.0,115,45,FoodPro Distributors,30,Flash Sale,MegaSaver,462513,Yes,Email,March,2023,Q1,Friday,True,True,3.1,2703.84,North-Central
T2360,2023-11-08,Lagos,LA004,Online,P2229,Toys,Doll,Hasbro,33066.5336687304,40931.62772873864,16,654906.0436598182,529064.5386996864,125841.50496013183,1,Cash,15:13:16,C5743,Tolu Okafor,F,53.0,Single,Civil Servant,Low,VIP,46.0,256,64,FoodPro Distributors,7,Loyalty Offer,NaijaDeals,326921,No,SMS,November,2023,Q4,Wednesday,False,False,4.7,10105.29,South-West
T2361,2023-10-16,Enugu,EN009,Online,P9386,Groceries,Noodles,Dangote,42189.41586368176,50448.232136696206,16,807171.7141871393,675030.6538189081,132141.06036823115,1,POS,16:12:02,C5454,Grace Olu,F,43.0,Single,Designer,High,Occasional,41.0,83,49,GameHub Africa,30,Loyalty Offer,MegaSaver,731735,Yes,Email,October,2023,Q4,Monday,False,False,3.0,893.01,South-East
T2362,2024-07-01,Kano,KA010,In-store,P9327,Electronics,Smartphone,LG,616637.668077328,782211.7862645312,11,8604329.648909843,6783014.348850608,1821315.3000592347,0,Online,11:48:51,C718,Sarah Ibrahim,F,43.0,Single,Lawyer,High,VIP,67.0,242,42,TechWorld Nigeria,14,Flash Sale,WeekendRush,298239,Yes,Billboard,July,2024,Q3,Monday,False,True,4.5,1150.63,North-West
T2363,2023-05-28,Kano,KA001,Online,P6560,Groceries,Noodles,Golden Penny,46468.37747392147,57255.47227006932,14,801576.6117809705,650557.2846349006,151019.32714606985,1,Online,16:51:06,C3855,Victor James,F,54.0,Single,Engineer,Medium,Regular,71.0,124,44,FoodPro Distributors,30,Flash Sale,WeekendRush,369203,No,Radio,May,2023,Q2,Sunday,True,True,3.7,8235.84,North-West
T2364,2024-04-11,Abuja,AB003,In-store,P1559,Toys,Doll,Disney,73778.41631995654,96309.40357908556,18,1733569.26442354,1328011.4937592177,405557.7706643224,1,Online,8:09:32,C1547,Aisha Eze,F,22.0,Married,Teacher,High,VIP,55.0,272,49,GameHub Africa,7,None,SummerBlast,633730,No,Radio,April,2024,Q2,Thursday,True,True,3.7,7602.24,North-Central
T2365,2023-09-01,Lagos,LA009,Online,P8876,Groceries,Rice,Dangote,49886.64267995407,58056.48556413138,2,116112.97112826275,99773.28535990814,16339.685768354611,1,POS,20:28:41,C1321,Sarah James,F,57.0,Single,Lawyer,Medium,Occasional,76.0,284,36,FashionBase Ltd,14,Loyalty Offer,SummerBlast,822398,No,Billboard,September,2023,Q3,Friday,False,True,3.5,632.9,South-West
T2366,2024-05-05,Benin,BE009,In-store,P5923,Groceries,Noodles,Golden Penny,22482.892388327116,27701.418166794607,20,554028.3633358921,449657.84776654234,104370.51556934975,1,Online,15:02:05,C6888,Emeka Okafor,F,45.0,Single,Trader,Low,Occasional,64.0,161,75,TechWorld Nigeria,7,Discount,NaijaDeals,509176,No,Social Media,May,2024,Q2,Sunday,True,True,5.0,8700.86,South-South
T2367,2024-05-21,Abuja,AB009,Online,P6039,Sports,Basketball,Puma,123585.42019037643,147634.89822517787,16,2362158.371602846,1977366.723046023,384791.6485568229,1,Cash,19:26:48,C5502,David Olu,M,46.0,Married,Engineer,Medium,VIP,91.0,116,69,FashionBase Ltd,30,Discount,WeekendRush,451845,No,Radio,May,2024,Q2,Tuesday,True,False,3.7,16042.35,North-Central
T2368,2023-12-31,Enugu,EN007,Online,P4593,Fashion,Jeans,Nike,111362.11591432811,150304.39460759083,15,2254565.9191138623,1670431.7387149218,584134.1803989406,1,Transfer,17:08:44,C6730,Aisha James,F,41.0,Married,Engineer,High,Regular,62.0,161,51,GameHub Africa,7,None,FestiveBonanza,761746,Yes,Email,December,2023,Q4,Sunday,False,False,4.1,4431.68,South-East
T2369,2024-04-26,Kano,KA005,Online,P1614,Groceries,Cooking Oil,Nestle,22485.481339495167,25307.822295995284,14,354309.512143934,314796.73875293235,39512.773391001625,1,Transfer,20:37:35,C2238,John Ibrahim,F,18.0,Single,Student,Medium,Regular,80.0,299,34,FoodPro Distributors,7,Discount,SummerBlast,659442,No,Billboard,April,2024,Q2,Friday,True,False,3.0,1299.04,North-West
T2370,2023-07-20,Benin,BE008,Online,P4504,Toys,Board Game,Hasbro,23021.05252388744,27593.288471276133,18,496679.1924829704,414378.9454299739,82300.24705299654,1,Cash,17:52:37,C4285,Emeka Olu,F,57.0,Single,Lawyer,High,Regular,60.0,256,30,FoodPro Distributors,30,Flash Sale,CustomerLove,416661,Yes,Billboard,July,2023,Q3,Thursday,True,False,3.1,5411.61,South-South
T2371,2023-06-03,Ibadan,IB006,Online,P3975,Sports,Tennis Racket,Puma,80448.02775900328,105807.97683857632,6,634847.8610314579,482688.16655401967,152159.69447743823,0,Cash,18:58:42,C801,Emeka Eze,F,46.0,Married,Student,Medium,Regular,59.0,273,72,TechWorld Nigeria,14,None,FestiveBonanza,553772,No,Email,June,2023,Q2,Saturday,True,False,3.2,2663.8,South-West
T2372,2024-03-25,Kano,KA002,Online,P7218,Sports,Football,Puma,98058.3457287901,126984.90952042631,10,1269849.0952042632,980583.457287901,289265.63791636226,1,Online,19:37:05,C6785,Emeka Adeniyi,M,23.0,Married,Civil Servant,Medium,VIP,91.0,281,35,FashionBase Ltd,7,Flash Sale,WeekendRush,605868,No,SMS,March,2024,Q1,Monday,False,False,4.7,8778.960000000001,North-West
T2373,2024-05-15,Port Harcourt,PO005,Online,P4121,Fashion,Jeans,Nike,90153.81155931193,123592.45975252237,20,2471849.1950504472,1803076.2311862386,668772.9638642087,1,Online,14:46:03,C3059,David Agina,F,30.0,Single,Lawyer,High,VIP,92.0,299,75,TechWorld Nigeria,30,None,NaijaDeals,742667,Yes,SMS,May,2024,Q2,Wednesday,True,False,4.3,14815.44,South-South
T2374,2023-03-14,Abuja,AB006,Online,P5261,Sports,Basketball,Nike,25751.935602035333,32109.01341354309,22,706398.2950979479,566542.5832447773,139855.71185317065,1,Cash,17:41:44,C1825,Sarah Eze,M,54.0,Single,Designer,High,VIP,95.0,169,48,MegaMart Supply,7,Flash Sale,FestiveBonanza,406881,No,SMS,March,2023,Q1,Tuesday,False,False,4.2,4628.0,North-Central
T2375,2024-12-13,Kano,KA007,In-store,P6613,Electronics,Air Conditioner,Sony,603478.3465483724,781167.869724659,14,10936350.176145226,8448696.851677213,2487653.324468013,1,Online,19:04:41,C6446,Blessing Aliyu,M,33.0,Single,Civil Servant,Low,VIP,100.0,209,36,TechWorld Nigeria,14,Discount,SummerBlast,618314,No,Email,December,2024,Q4,Friday,False,False,5.0,8331.19,North-West
T2376,2023-10-23,Kano,KA003,In-store,P3107,Fashion,Shirt,Puma,96007.19536143643,126093.72791844708,16,2017499.6466951533,1536115.125782983,481384.5209121704,0,POS,8:53:38,C4545,Grace Eze,F,31.0,Married,Engineer,High,Regular,70.0,176,51,FashionBase Ltd,30,Discount,SummerBlast,764231,No,SMS,October,2023,Q4,Monday,True,True,3.8,8273.55,North-West
T2377,2023-01-17,Kano,KA004,Online,P2983,Sports,Tennis Racket,Adidas,41051.040463104924,49995.41987704085,14,699935.8782785719,574714.566483469,125221.3117951029,1,POS,17:58:05,C6467,David Aliyu,F,52.0,Married,Lawyer,High,Occasional,65.0,172,37,GameHub Africa,30,Flash Sale,NaijaDeals,812458,Yes,Radio,January,2023,Q1,Tuesday,False,True,4.4,8668.16,North-West
T2378,2024-10-02,Benin,BE008,Online,P4051,Fashion,Sneakers,Puma,29144.984843981714,37462.46791157374,21,786711.8261430485,612044.681723616,174667.1444194325,1,Transfer,15:52:41,C973,Tolu Olu,F,37.0,Married,Student,High,VIP,70.0,103,65,FoodPro Distributors,14,Discount,MegaSaver,533033,Yes,Radio,October,2024,Q4,Wednesday,True,True,4.9,10470.0,South-South
T2379,2023-08-05,Enugu,EN004,In-store,P1507,Electronics,Smartphone,Sony,288008.81711329066,367022.61007350043,11,4037248.710808505,3168096.9882461973,869151.7225623075,0,Cash,11:36:41,C5246,David Okafor,M,53.0,Married,Lawyer,Medium,Regular,69.0,130,68,MegaMart Supply,14,None,MegaSaver,841684,No,SMS,August,2023,Q3,Saturday,False,True,3.2,391.20000000000005,South-East
T2380,2023-03-02,Enugu,EN007,Online,P3970,Sports,Football,Adidas,49172.96242552733,65057.48225933557,1,65057.48225933557,49172.96242552733,15884.519833808241,1,POS,19:51:26,C6758,Tolu Eze,M,38.79889042995839,Single,Trader,High,Regular,53.0,86,49,GameHub Africa,30,None,NaijaDeals,228548,No,Email,March,2023,Q1,Thursday,False,False,4.6,754.01,South-East
T2381,2024-09-07,Port Harcourt,PO004,In-store,P6124,Toys,Puzzle,Disney,56964.0219879613,67499.86342585162,2,134999.72685170325,113928.0439759226,21071.68287578065,0,Cash,19:11:55,C6557,John Ibrahim,M,38.79889042995839,Married,Banker,Low,VIP,70.26907073509015,291,69,MegaMart Supply,14,Flash Sale,CustomerLove,209596,Yes,Radio,September,2024,Q3,Saturday,True,True,3.7,1445.86,South-South
T2382,2023-02-11,Benin,BE007,Online,P6814,Sports,Football,Puma,34490.546682449654,45206.704907475054,10,452067.0490747505,344905.4668244965,107161.582250254,0,Transfer,9:59:20,C8695,David Eze,M,20.0,Single,Doctor,Low,VIP,45.0,253,50,GameHub Africa,30,Loyalty Offer,WeekendRush,352453,No,Email,February,2023,Q1,Saturday,False,True,4.3,8361.0,South-South
T2383,2023-01-25,Abuja,AB004,In-store,P4956,Sports,Tennis Racket,Puma,121177.33811986071,160271.06802521925,14,2243794.9523530696,1696482.7336780499,547312.2186750197,0,Online,21:52:45,C4016,Chioma Eze,F,27.0,Single,Engineer,High,Regular,56.0,109,66,FashionBase Ltd,7,None,NaijaDeals,268502,Yes,Billboard,January,2023,Q1,Wednesday,True,False,3.1,11783.33,North-Central
T2384,2023-02-08,Ibadan,IB003,Online,P7039,Sports,Basketball,Nike,46592.557502015916,59012.66681431018,10,590126.6681431017,465925.5750201591,124201.0931229426,1,Online,15:43:11,C3572,John Eze,F,41.0,Married,Civil Servant,High,VIP,48.0,243,46,FashionBase Ltd,30,Discount,FestiveBonanza,831235,Yes,Radio,February,2023,Q1,Wednesday,True,False,4.4,8741.68,South-West
T2385,2023-05-11,Benin,BE006,Online,P3951,Fashion,Jacket,Puma,146472.81876846583,197083.42792037613,3,591250.2837611283,439418.4563053975,151831.82745573082,1,Transfer,20:02:29,C7141,Sarah Eze,M,49.0,Single,Trader,High,Regular,85.0,159,69,TechWorld Nigeria,30,Loyalty Offer,FestiveBonanza,592486,Yes,SMS,May,2023,Q2,Thursday,True,False,4.3,1498.1999999999998,South-South
